"(Source)","Version","Object.$type","Object.Name.DefaultText","Object.Name.LocalTexts","Object.Desc.DefaultText","Object.Desc.LocalTexts.fr-ca","Object.Desc.LocalTexts.de","Object.Desc.LocalTexts.es","Object.Desc.LocalTexts.pt","Object.Desc.LocalTexts.ko","Object.Released","Object.Comment","Object.Sprite","Object.Icon","Object.SortCategory","Object.Price","Object.Rarity","Object.MaxStack","Object.CannotDrop","Object.BagEffect","Object.ItemStates","Object.UseAction.$type","Object.UseAction.HitTiles","Object.UseAction.BurstTiles","Object.UseAction.Emitter.$type","Object.UseAction.Emitter.LocHeight","Object.UseAction.WideAngle","Object.UseAction.CharAnimData.$type","Object.UseAction.CharAnimData.ActionType","Object.UseAction.TargetAlignments","Object.UseAction.TileEmitter.$type","Object.UseAction.TileEmitter.LocHeight","Object.UseAction.PreActions","Object.UseAction.ActionFX.Delay","Object.UseAction.ActionFX.Sound","Object.UseAction.ActionFX.Emitter.$type","Object.UseAction.ActionFX.Emitter.LocHeight","Object.UseAction.ActionFX.ScreenMovement.MinShake","Object.UseAction.ActionFX.ScreenMovement.MaxShake","Object.UseAction.ActionFX.ScreenMovement.MaxShakeTime","Object.UseAction.LagBehindTime","Object.Explosion.TargetAlignments","Object.Explosion.HitTiles","Object.Explosion.Range","Object.Explosion.Speed","Object.Explosion.TileEmitter.$type","Object.Explosion.TileEmitter.LocHeight","Object.Explosion.Emitter.$type","Object.Explosion.Emitter.LocHeight","Object.Explosion.IntroFX","Object.Explosion.ExplodeFX.Delay","Object.Explosion.ExplodeFX.Sound","Object.Explosion.ExplodeFX.Emitter.$type","Object.Explosion.ExplodeFX.Emitter.LocHeight","Object.Explosion.ExplodeFX.ScreenMovement.MinShake","Object.Explosion.ExplodeFX.ScreenMovement.MaxShake","Object.Explosion.ExplodeFX.ScreenMovement.MaxShakeTime","Object.UseEvent.Element","Object.UseEvent.Category","Object.UseEvent.HitRate","Object.UseEvent.SkillStates","Object.UseEvent.BeforeTryActions","Object.UseEvent.BeforeActions","Object.UseEvent.OnActions","Object.UseEvent.BeforeExplosions","Object.UseEvent.BeforeHits","Object.UseEvent.OnHits","Object.UseEvent.OnHitTiles","Object.UseEvent.AfterActions","Object.UseEvent.ElementEffects","Object.UseEvent.IntroFX","Object.UseEvent.HitFX.Delay","Object.UseEvent.HitFX.Sound","Object.UseEvent.HitFX.Emitter.$type","Object.UseEvent.HitFX.Emitter.LocHeight","Object.UseEvent.HitFX.ScreenMovement.MinShake","Object.UseEvent.HitFX.ScreenMovement.MaxShake","Object.UseEvent.HitFX.ScreenMovement.MaxShakeTime","Object.UseEvent.HitCharAction.$type","Object.UseEvent.HitCharAction.Process","Object.UsageType","Object.ArcThrow","Object.ThrowAnim.AnimIndex","Object.ThrowAnim.FrameTime","Object.ThrowAnim.StartFrame","Object.ThrowAnim.EndFrame","Object.ThrowAnim.AnimDir","Object.ThrowAnim.Alpha","Object.ThrowAnim.AnimFlip","Object.ProximityEvent.Radius","Object.ProximityEvent.TargetAlignments","Object.ProximityEvent.BeforeExplosions","Object.ProximityEvent.OnEquips","Object.ProximityEvent.OnPickups","Object.ProximityEvent.BeforeStatusAdds","Object.ProximityEvent.OnStatusAdds","Object.ProximityEvent.OnStatusRemoves","Object.ProximityEvent.OnMapStatusAdds","Object.ProximityEvent.OnMapStatusRemoves","Object.ProximityEvent.OnMapStarts","Object.ProximityEvent.OnTurnStarts","Object.ProximityEvent.OnTurnEnds","Object.ProximityEvent.OnMapTurnEnds","Object.ProximityEvent.OnWalks","Object.ProximityEvent.OnDeaths","Object.ProximityEvent.OnRefresh","Object.ProximityEvent.BeforeTryActions","Object.ProximityEvent.BeforeActions","Object.ProximityEvent.OnActions","Object.ProximityEvent.BeforeHittings","Object.ProximityEvent.BeforeBeingHits","Object.ProximityEvent.AfterHittings","Object.ProximityEvent.AfterBeingHits","Object.ProximityEvent.OnHitTiles","Object.ProximityEvent.AfterActions","Object.ProximityEvent.UserElementEffects","Object.ProximityEvent.TargetElementEffects","Object.ProximityEvent.ModifyHPs","Object.ProximityEvent.RestoreHPs","Object.OnEquips","Object.OnPickups","Object.BeforeStatusAdds","Object.OnStatusAdds","Object.OnStatusRemoves","Object.OnMapStatusAdds","Object.OnMapStatusRemoves","Object.OnMapStarts","Object.OnTurnStarts","Object.OnTurnEnds","Object.OnMapTurnEnds","Object.OnWalks","Object.OnDeaths","Object.OnRefresh","Object.BeforeTryActions","Object.BeforeActions","Object.OnActions","Object.BeforeHittings","Object.BeforeBeingHits","Object.AfterHittings","Object.AfterBeingHits","Object.OnHitTiles","Object.AfterActions","Object.UserElementEffects","Object.TargetElementEffects","Object.ModifyHPs","Object.RestoreHPs"
"loot_mystery_part","0.6.1.0","RogueEssence.Data.ItemData, RogueEssence","Mystery Part","","","","","","","","false","","Piece_Yellow","-1","13","100000","0","0","false","false","[]","RogueEssence.Dungeon.AttackAction, RogueEssence","false","0","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","RogueEssence.Dungeon.CharAnimFrameType, RogueEssence","0","0","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","[]","0","","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","0","0","0","0","false","0","0","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","RogueEssence.Content.EmptyCircleSquareEmitter, RogueEssence","0","[]","0","","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","0","0","none","0","-1","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","0","","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","0","0","RogueEssence.Dungeon.CharAnimProcess, RogueEssence","0","0","false","","1","-1","-1","-1","255","0","-1","0","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"loot_nugget","0.6.1.0","RogueEssence.Data.ItemData, RogueEssence","Nugget","","A nugget of pure gold. It sells for a very high price.","","Ein Nugget aus purem Gold, das einen schimmernden Glanz besitzt. Es ist von großem Wert.","Pepita de oro puro que desprende un brillo espectacular. Puede venderse muy cara en las tiendas.","","금색으로 반짝반짝 빛나는 순금으로 만들어진 구슬. 상점에서 비싸게 팔린다.","true","","Rock_Yellow","-1","13","5000","0","0","false","false","[]","RogueEssence.Dungeon.AttackAction, RogueEssence","false","0","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","RogueEssence.Dungeon.CharAnimFrameType, RogueEssence","0","0","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","[]","0","","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","0","0","0","0","false","0","0","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","RogueEssence.Content.EmptyCircleSquareEmitter, RogueEssence","0","[]","0","","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","0","0","none","0","-1","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","0","","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","0","0","RogueEssence.Dungeon.CharAnimProcess, RogueEssence","0","0","false","","1","-1","-1","-1","255","0","-1","0","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"loot_pearl","0.6.1.0","RogueEssence.Data.ItemData, RogueEssence","Pearl","","A rather small pearl that has a very nice silvery sheen to it. It sells for a moderately high price.","","Eine ziemlich kleine Perle die silbernd glänzt. Sie kann für einen ziemlich guten Preis verkauft werden.","","","","true","","Pearl","-1","13","500","0","9","false","false","[]","RogueEssence.Dungeon.AttackAction, RogueEssence","false","0","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","RogueEssence.Dungeon.CharAnimFrameType, RogueEssence","0","0","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","[]","0","","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","0","0","0","0","false","0","0","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","RogueEssence.Content.EmptyCircleSquareEmitter, RogueEssence","0","[]","0","","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","0","0","none","0","-1","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","0","","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","0","0","RogueEssence.Dungeon.CharAnimProcess, RogueEssence","0","0","false","","1","-1","-1","-1","255","0","-1","0","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"loot_red_orb","0.6.1.0","RogueEssence.Data.ItemData, RogueEssence","Red Orb","","","","","","","","false","","","-1","13","700000","0","0","false","false","[]","RogueEssence.Dungeon.AttackAction, RogueEssence","false","0","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","RogueEssence.Dungeon.CharAnimFrameType, RogueEssence","0","0","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","[]","0","","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","0","0","0","0","false","0","0","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","RogueEssence.Content.EmptyCircleSquareEmitter, RogueEssence","0","[]","0","","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","0","0","none","0","-1","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","0","","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","0","0","RogueEssence.Dungeon.CharAnimProcess, RogueEssence","0","0","false","","1","-1","-1","-1","255","0","-1","0","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"loot_spacetime_globe","0.6.1.0","RogueEssence.Data.ItemData, RogueEssence","Spacetime Globe","","","","","","","","false","","","-1","13","1000000","0","0","false","false","[]","RogueEssence.Dungeon.AttackAction, RogueEssence","false","0","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","RogueEssence.Dungeon.CharAnimFrameType, RogueEssence","0","0","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","[]","0","","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","0","0","0","0","false","0","0","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","RogueEssence.Content.EmptyCircleSquareEmitter, RogueEssence","0","[]","0","","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","0","0","none","0","-1","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","0","","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","0","0","RogueEssence.Dungeon.CharAnimProcess, RogueEssence","0","0","false","","1","-1","-1","-1","255","0","-1","0","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"machine_ability_capsule","0.6.1.0","RogueEssence.Data.ItemData, RogueEssence","Ability Capsule","","A capsule that allows a Pokémon to change its Abilities when used.","","Eine Kapsel, welche bei Nutzung einem Pokémon erlaubt, seine Fähigkeit zu ändern.","","","포켓몬의 특성을 바꾸는 캡슐.","true","","Ability_Capsule","12","13","800","0","0","false","false","[{""$type"":""PMDC.Dungeon.MachineState, PMDC""}]","RogueEssence.Dungeon.SelfAction, RogueEssence","","","","","","RogueEssence.Dungeon.CharAnimFrameType, RogueEssence","0","1","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","[{""Delay"":0,""Sound"":""DUN_TM"",""Emitter"":{""$type"":""RogueEssence.Content.SingleEmitter, RogueEssence"",""LocHeight"":0,""finished"":false,""Offset"":0,""Anim"":{""$type"":""RogueEssence.Content.StaticAnim, RogueEssence"",""Anim"":{""AnimIndex"":""Charge_Up"",""FrameTime"":3,""StartFrame"":-1,""EndFrame"":-1,""AnimDir"":-1,""Alpha"":255,""AnimFlip"":0},""TotalTime"":0,""Cycles"":1,""FrameOffset"":0},""Layer"":2,""UseDest"":false},""ScreenMovement"":{""MinShake"":0,""MaxShake"":0,""MaxShakeTime"":0}}]","0","","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","0","0","0","1","false","0","0","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","RogueEssence.Content.EmptyCircleSquareEmitter, RogueEssence","0","[]","0","","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","0","0","none","0","-1","[]","[{""Key"":{""str"":[1]},""Value"":{""$type"":""PMDC.Dungeon.AbilityCapsuleEvent, PMDC""}}]","[]","[]","[]","[]","[{""Key"":{""str"":[0]},""Value"":{""$type"":""PMDC.Dungeon.AbilityLearnEvent, PMDC""}}]","[]","[]","[]","[]","0","","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","0","0","RogueEssence.Dungeon.CharAnimProcess, RogueEssence","0","2","false","","1","-1","-1","-1","255","0","-1","0","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"machine_assembly_box","0.6.1.0","RogueEssence.Data.ItemData, RogueEssence","Assembly Box","","A marvelous box that lets the user add any Pokémon from the assembly to the team.","","Diese fabelhafte Box erlaubt es ein vorher rekrutiertes Pokémon wieder in das Team hinzuzufügen.","","","집합한 포켓몬을 아무나 하나 팀에 추가할 수 있게 하는 환상적인 상자.","true","","Machine_Green","12","13","800","0","0","false","false","[{""$type"":""PMDC.Dungeon.UtilityState, PMDC""}]","RogueEssence.Dungeon.SelfAction, RogueEssence","","","","","","RogueEssence.Dungeon.CharAnimFrameType, RogueEssence","0","1","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","[{""Delay"":0,""Sound"":""DUN_Wonder_Tile"",""Emitter"":{""$type"":""RogueEssence.Content.SingleEmitter, RogueEssence"",""LocHeight"":0,""finished"":false,""Offset"":0,""Anim"":{""$type"":""RogueEssence.Content.StaticAnim, RogueEssence"",""Anim"":{""AnimIndex"":""Circle_Small_Blue_In"",""FrameTime"":2,""StartFrame"":-1,""EndFrame"":-1,""AnimDir"":-1,""Alpha"":255,""AnimFlip"":0},""TotalTime"":0,""Cycles"":1,""FrameOffset"":0},""Layer"":2,""UseDest"":false},""ScreenMovement"":{""MinShake"":0,""MaxShake"":0,""MaxShakeTime"":0}}]","0","","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","0","0","0","1","false","0","0","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","RogueEssence.Content.EmptyCircleSquareEmitter, RogueEssence","0","[]","0","","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","0","0","none","0","-1","[]","[{""Key"":{""str"":[1]},""Value"":{""$type"":""PMDC.Dungeon.AssemblyBoxEvent, PMDC""}}]","[]","[]","[]","[]","[{""Key"":{""str"":[0]},""Value"":{""$type"":""PMDC.Dungeon.WithdrawRecruitEvent, PMDC""}}]","[]","[]","[]","[]","0","","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","0","0","RogueEssence.Dungeon.CharAnimProcess, RogueEssence","0","1","false","","1","-1","-1","-1","255","0","-1","0","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"machine_recall_box","0.6.1.0","RogueEssence.Data.ItemData, RogueEssence","Recall Box","{}","A marvelous box that lets the user recall any move they've learned in the past.","","Diese fabelhafte Box erlaubt dem Nutzer sich an jegliche Attacken, die er in seiner Vergangenheit erlernt hat, zu erinnern.","","","예전에 습득한 기술을 다시 배울 수 있게 하는 환상적인 상자.","true","","Machine_Blue","12","13","800","0","0","false","false","[{""$type"":""PMDC.Dungeon.MachineState, PMDC""}]","RogueEssence.Dungeon.SelfAction, RogueEssence","","","","","","RogueEssence.Dungeon.CharAnimFrameType, RogueEssence","0","1","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","[{""Delay"":0,""Sound"":""DUN_TM"",""Emitter"":{""$type"":""RogueEssence.Content.SingleEmitter, RogueEssence"",""LocHeight"":0,""finished"":false,""Offset"":0,""Anim"":{""$type"":""RogueEssence.Content.StaticAnim, RogueEssence"",""Anim"":{""AnimIndex"":""Charge_Up"",""FrameTime"":3,""StartFrame"":-1,""EndFrame"":-1,""AnimDir"":-1,""Alpha"":255,""AnimFlip"":0},""TotalTime"":0,""Cycles"":1,""FrameOffset"":0},""Layer"":2,""UseDest"":false},""ScreenMovement"":{""MinShake"":0,""MaxShake"":0,""MaxShakeTime"":0}}]","0","","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","0","0","0","1","false","0","0","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","RogueEssence.Content.EmptyCircleSquareEmitter, RogueEssence","0","[]","0","","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","0","0","none","0","-1","[]","[{""Key"":{""str"":[1]},""Value"":{""$type"":""PMDC.Dungeon.LinkBoxEvent, PMDC""}}]","[]","[]","[]","[]","[{""Key"":{""str"":[0]},""Value"":{""$type"":""PMDC.Dungeon.MoveLearnEvent, PMDC""}},{""Key"":{""str"":[0]},""Value"":{""$type"":""PMDC.Dungeon.MoveDeleteEvent, PMDC""}}]","[]","[]","[]","[]","0","","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","0","0","RogueEssence.Dungeon.CharAnimProcess, RogueEssence","0","2","false","","1","-1","-1","-1","255","0","-1","0","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"machine_storage_box","0.6.1.0","RogueEssence.Data.ItemData, RogueEssence","Storage Box","","A marvelous box that lets the user add any item from storage into the Treasure Bag.","","Diese fabelhafte Box erlaubt dem Nutzer ein beliebiges Item vom Lager in den Schatzbeutel hinzuzufügen.","","","보관하고 있던 도구를 하나 가방에 옮겨주는 환상적인 상자.","true","","Machine_Gray","12","13","800","0","0","false","false","[{""$type"":""PMDC.Dungeon.UtilityState, PMDC""}]","RogueEssence.Dungeon.SelfAction, RogueEssence","","","","","","RogueEssence.Dungeon.CharAnimFrameType, RogueEssence","0","1","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","[{""Delay"":0,""Sound"":""DUN_Wonder_Tile"",""Emitter"":{""$type"":""RogueEssence.Content.SingleEmitter, RogueEssence"",""LocHeight"":0,""finished"":false,""Offset"":0,""Anim"":{""$type"":""RogueEssence.Content.StaticAnim, RogueEssence"",""Anim"":{""AnimIndex"":""Circle_Small_Blue_In"",""FrameTime"":2,""StartFrame"":-1,""EndFrame"":-1,""AnimDir"":-1,""Alpha"":255,""AnimFlip"":0},""TotalTime"":0,""Cycles"":1,""FrameOffset"":0},""Layer"":2,""UseDest"":false},""ScreenMovement"":{""MinShake"":0,""MaxShake"":0,""MaxShakeTime"":0}}]","0","","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","0","0","0","1","false","0","0","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","RogueEssence.Content.EmptyCircleSquareEmitter, RogueEssence","0","[]","0","","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","0","0","none","0","-1","[]","[{""Key"":{""str"":[1]},""Value"":{""$type"":""PMDC.Dungeon.StorageBoxEvent, PMDC""}}]","[]","[]","[]","[]","[{""Key"":{""str"":[0]},""Value"":{""$type"":""PMDC.Dungeon.WithdrawItemEvent, PMDC""}}]","[]","[]","[]","[]","0","","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","0","0","RogueEssence.Dungeon.CharAnimProcess, RogueEssence","0","1","false","","1","-1","-1","-1","255","0","-1","0","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"medicine_amber_tear","0.6.1.0","RogueEssence.Data.ItemData, RogueEssence","Amber Tear","","An amber liquid that sparkles like crystal-clear tears, rumored to be the most precious of even the rarest treasures. It raises the Pokémon's chances of recruitment on the floor it's used.","","Eine bernsteinfarbige Träne. Gerüchten nach soll es das Wertvollste aller seltenen Schätze sein. Sie erhöht auf der Ebene auf der sie verwendet wird die Chance wilde Pokémon zu rekrutieren.","","","호박과도 같은 투명한 빛깔의 반짝이는 액체. 귀중한 보물 중에서도 보물이라는 소문이다. 야생의 포켓몬이 마시게 되면 마음이 누그러질지도 모른다.","true","","Bottle_Gold","7","6","750","0","3","false","false","[{""$type"":""PMDC.Dungeon.EdibleState, PMDC""},{""$type"":""PMDC.Dungeon.DrinkState, PMDC""}]","RogueEssence.Dungeon.SelfAction, RogueEssence","","","","","","RogueEssence.Dungeon.CharAnimFrameType, RogueEssence","0","1","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","[]","0","","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","0","0","0","1","false","0","0","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","RogueEssence.Content.EmptyCircleSquareEmitter, RogueEssence","0","[]","0","","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","0","0","none","0","-1","[]","[]","[]","[]","[]","[]","[{""Key"":{""str"":[0]},""Value"":{""$type"":""PMDC.Dungeon.StatusBattleEvent, PMDC"",""StatusID"":""recruit_boost"",""AffectTarget"":true,""SilentCheck"":false,""Anonymous"":false,""TriggerMsg"":{""Key"":null},""Anims"":[]}},{""Key"":{""str"":[0]},""Value"":{""$type"":""PMDC.Dungeon.RestoreBellyEvent, PMDC"",""BoostAnims"":[],""Heal"":3,""Msg"":false,""AddMaxBelly"":0,""NeedFullBelly"":false}}]","[]","[]","[]","[]","15","DUN_Drink","RogueEssence.Content.SingleEmitter, RogueEssence","0","0","0","0","RogueEssence.Dungeon.CharAnimProcess, RogueEssence","0","5","false","","1","-1","-1","-1","255","0","-1","0","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
"medicine_dire_hit","0.6.1.0","RogueEssence.Data.ItemData, RogueEssence","Dire Hit","","An item that raises critical-hit ratio. It affects all team members up to 3 tiles away.","","Ein Item, das die kritische Trefferchance stark erhöht. Es wirkt auf Teammitglieder im Umkreis von 3 Feldern.","","","치명타율을 크게 올리는 도구. 3칸 범위 내의 모든 동료가 영향받는다.","true","","Medicine_Orange","7","7","300","0","0","false","false","[{""$type"":""PMDC.Dungeon.UtilityState, PMDC""}]","RogueEssence.Dungeon.AreaAction, RogueEssence","false","0","RogueEssence.Content.CircleSquareReleaseEmitter, RogueEssence","0","","RogueEssence.Dungeon.CharAnimFrameType, RogueEssence","0","3","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","[{""Delay"":0,""Sound"":""DUN_Wonder_Tile"",""Emitter"":{""$type"":""RogueEssence.Content.SingleEmitter, RogueEssence"",""LocHeight"":0,""finished"":false,""Offset"":0,""Anim"":{""$type"":""RogueEssence.Content.StaticAnim, RogueEssence"",""Anim"":{""AnimIndex"":""Circle_Small_Blue_In"",""FrameTime"":2,""StartFrame"":-1,""EndFrame"":-1,""AnimDir"":-1,""Alpha"":255,""AnimFlip"":0},""TotalTime"":0,""Cycles"":1,""FrameOffset"":0},""Layer"":2,""UseDest"":false},""ScreenMovement"":{""MinShake"":0,""MaxShake"":0,""MaxShakeTime"":0}}]","0","DUN_Aromatherapy","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","0","0","24","3","false","0","0","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","RogueEssence.Content.EmptyCircleSquareEmitter, RogueEssence","0","[]","0","","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","0","0","none","0","-1","[]","[]","[]","[]","[]","[]","[{""Key"":{""str"":[0]},""Value"":{""$type"":""PMDC.Dungeon.StatusBattleEvent, PMDC"",""StatusID"":""focus_energy"",""AffectTarget"":true,""SilentCheck"":false,""Anonymous"":false,""TriggerMsg"":{""Key"":null},""Anims"":[]}}]","[]","[]","[]","[]","0","","RogueEssence.Content.EmptyFiniteEmitter, RogueEssence","0","0","0","0","RogueEssence.Dungeon.CharAnimProcess, RogueEssence","0","1","false","","1","-1","-1","-1","255","0","-1","0","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]"
