,,,
Pokemon ID,Game,Language,Description
11,14,9,A steel-hard shell protects its tender body. It quietly endures hardships while awaiting evolution.
12,14,9,It loves the honey of flowers and can locate flower patches that have even tiny amounts of pollen.
13,14,9,It eats its weight in leaves every day. It fends off attackers with the needle on its head.
14,14,9,"While awaiting evolution, it hides from predators under leaves and in nooks of branches."
15,14,9,"Its best attack involves flying around at high speed, striking with poison needles, then flying off."
16,14,9,"It is docile and prefers to avoid conflict. If disturbed, however, it can ferociously strike back."
17,14,9,"It flies over its wide territory in search of prey, downing it with its highly developed claws."
18,14,9,"By flapping its wings with all its might, PIDGEOT can make a gust of wind capable of bending tall trees."
19,14,9,"Cautious in the extreme, its hardy vitality lets it live in any kind of environment."
20,14,9,It whittles its constantly growing fangs by gnawing on hard things. It can chew apart cinder walls.
21,14,9,"It flaps its small wings busily to fly. Using its beak, it searches in grass for prey."
22,14,9,It has the stamina to fly all day on its broad wings. It fights by using its sharp beak.
23,14,9,It sneaks through grass without making a sound and strikes unsuspecting prey from behind.
24,14,9,The pattern on its belly is for intimidation. It constricts foes while they are frozen in fear.
25,14,9,It occasionally uses an electric shock to recharge a fellow PIKACHU that is in a weakened state.
26,14,9,"Its tail discharges electricity into the ground, protecting it from getting shocked."
27,14,9,"To protect itself from attackers, it curls up into a ball. It lives in arid regions with minimal rainfall."
28,14,9,"It curls up, then rolls into foes with its back. Its sharp spines inflict severe damage."
29,14,9,"While it does not prefer to fight, even one drop of the poison it secretes from barbs can be fatal."
30,14,9,"When it senses danger, it raises all the barbs on its body. These barbs grow slower than NIDORINO’s."
31,14,9,Its entire body is armored with hard scales. It will protect the young in its burrow with its life.
32,14,9,It scans its surroundings by raising its ears out of the grass. Its toxic horn is for protection.
33,14,9,"It has a violent disposition and stabs foes with its horn, which oozes poison upon impact."
34,14,9,One swing of its mighty tail can snap a telephone pole as if it were a matchstick.
35,14,9,It is said that happiness will come to those who see a gathering of CLEFAIRY dancing under a full moon.
36,14,9,It is very wary and rarely shows itself to people. Its ears can hear a pin drop over half a mile away.
37,14,9,"It controls balls of fire. As it grows, its six tails split from their tips to make more tails."
38,14,9,Its nine tails are said to be imbued with a mystic power. It can live for a thousand years.
39,14,9,"When it wavers its big, round eyes, it begins singing a lullaby that makes everyone drowsy."
40,14,9,Its fine fur feels sublime to the touch. It can expand its body by inhaling air.
41,14,9,It checks its surroundings and location using reflections of the ultrasonic waves from its mouth.
42,14,9,Its sharp fangs puncture the toughest of hides and have small holes for greedily sucking blood.
43,14,9,It often plants its root feet in the ground during the day and sows seeds as it walks about at night.
44,14,9,"The honey it drools from its mouth smells so atrocious, it can curl noses more than a mile away."
45,14,9,"Its petals are the largest in the world. As it walks, it scatters extremely allergenic pollen."
46,14,9,Mushrooms named tochukaso grow on its back. They grow along with the host PARAS.
47,14,9,A mushroom grown larger than the host’s body controls PARASECT. It scatters poisonous spores.
48,14,9,"Its big eyes are actually clusters of tiny eyes. At night, its kind is drawn by light."
49,14,9,It flutters its wings to scatter dustlike scales. The scales leach toxins if they contact skin.
50,14,9,"A Pokémon that lives underground. Because of its dark habitat, it is repelled by bright sunlight."
51,14,9,"Its three heads move alternately, driving it through tough soil to depths of over 60 miles."
52,14,9,"It is nocturnal in nature. If it spots something shiny, its eyes glitter brightly."
53,14,9,"A very haughty Pokémon. Among fans, the size of the jewel in its forehead is a topic of much talk."
54,14,9,"Overwhelmed by enigmatic abilities, it suffers a constant headache. It sometimes uses mysterious powers."
55,14,9,It is seen swimming dynamically and elegantly using its well-developed limbs and flippers.
56,14,9,"It lives in treetop colonies. If one becomes enraged, the whole colony rampages for no reason."
57,14,9,"It grows angry if you see its eyes and gets angrier if you run. If you beat it, it gets even madder."
58,14,9,A Pokémon with a loyal nature. It will remain motionless until it is given an order by its Trainer.
59,14,9,Its proud and regal appearance has captured the hearts of people since long ago.
60,14,9,"Its skin is so thin, its internal organs are visible. It has trouble walking on its newly grown feet."
61,14,9,The spiral pattern on its belly subtly undulates. Staring at it gradually causes drowsiness.
62,14,9,"With its extremely tough muscles, it can keep swimming in the Pacific Ocean without resting."
63,14,9,Using its psychic power is such a strain on its brain that it needs to sleep for 18 hours a day.
64,14,9,It stares at its silver spoon to focus its mind. It emits more alpha waves while doing so.
65,14,9,The spoons clutched in its hands are said to have been created by its psychic powers.
66,14,9,"Though small in stature, it is powerful enough to easily heft and throw a number of GEODUDE at once."
67,14,9,It happily carries heavy cargo to toughen up. It willingly does hard work for people.
68,14,9,Its four muscled arms slam foes with powerful punches and chops at blinding speed.
69,14,9,It prefers hot and humid environments. It is quick at capturing prey with its vines.
70,14,9,A Pokémon that appears to be a plant. It captures unwary prey by dousing them with a toxic powder.
71,14,9,"It pools in its mouth a fluid with a honeylike scent, which is really an acid that dissolves anything."
72,14,9,"Because its body is almost entirely composed of water, it shrivels up if it is washed ashore."
73,14,9,It extends its 80 tentacles to form an encircling poisonous net that is difficult to escape.
74,14,9,"At rest, it looks just like a rock. Carelessly stepping on it will make it swing its fists angrily."
75,14,9,"It rolls on mountain paths to move. Once it builds momentum, no Pokémon can stop it without difficulty."
76,14,9,"Even dynamite can’t harm its hard, boulderlike body. It sheds its hide just once a year."
77,14,9,"As a newborn, it can barely stand. However, through galloping, its legs are made tougher and faster."
78,14,9,"When at an all-out gallop, its blazing mane sparkles, enhancing its beautiful appearance."
79,14,9,"Although slow, it is skilled at fishing with its tail. It does not feel pain if its tail is bitten."
80,14,9,"Though usually dim witted, it seems to become inspired if the SHELLDER on its tail bites down."
81,14,9,"The faster the units at its sides rotate, the greater the magnetic force they generate."
82,14,9,Many mysteriously appear when more sunspots dot the sun. They stop TV sets from displaying properly.
83,14,9,It can’t live without the stalk it holds. That’s why it defends the stalk from attackers with its life.
84,14,9,The brains in its two heads appear to communicate emotions to each other with a telepathic power.
85,14,9,"When DODUO evolves into this odd breed, one of its heads splits into two. It runs at nearly 40 mph."
86,14,9,A Pokémon that lives on icebergs. It swims in the sea using the point on its head to break up ice.
87,14,9,"In snow, the pure white coat covering its body obscures it from predators."
88,14,9,It was born when sludge in a dirty stream was exposed to the moon’s X-rays. It appears among filth.
89,14,9,A toxic fluid seeps from its body. The fluid instantly kills plants and trees on contact.
90,14,9,It swims backward by opening and closing its two shells. Its large tongue is always kept hanging out.
91,14,9,It fights by keeping its shell tightly shut for protection and by shooting spikes to repel foes.
92,14,9,"Born from gases, anyone would faint if engulfed by its gaseous body, which contains poison."
93,14,9,It likes to lurk in the dark and tap shoulders with a gaseous hand. Its touch causes endless shuddering.
94,14,9,The leer that floats in darkness belongs to a GENGAR delighting in casting curses on people.
95,14,9,It burrows through the ground at a speed of 50 mph while feeding on large boulders. 
96,14,9,It can tell what people are dreaming by sniffing with its big nose. It loves fun dreams.
97,14,9,"Seeing its swinging pendulum can induce sleep in three seconds, even in someone who just woke up."
98,14,9,It lives in burrows dug on sandy beaches. Its pincers fully grow back if they are broken in battle.
99,14,9,"The larger pincer has 10,000- horsepower strength. However, it is so heavy, it is difficult to aim."
100,14,9,It looks just like a Poké Ball. It is dangerous because it may electrocute or explode on touch.
101,14,9,It is known to drift on winds if it is bloated to bursting with stored electricity.
102,14,9,Its six eggs converse using telepathy. They can quickly gather if they become separated.
103,14,9,"It is called “The Walking Jungle.” If a head grows too big, it falls off and becomes an EXEGGCUTE."
104,14,9,"When it thinks of its dead mother, it cries. Its crying makes the skull it wears rattle hollowly."
105,14,9,"From its birth, this savage Pokémon constantly holds bones. It is skilled in using them as weapons."
106,14,9,Its legs can stretch double. First-time foes are startled by its extensible reach.
107,14,9,The arm-twisting punches it throws pulverize even concrete. It rests after three minutes of fighting.
108,14,9,"When it extends its over-six-foot- long tongue, its tail quivers. There is a possibility they are connected."
109,14,9,"Lighter-than-air gases in its body keep it aloft. The gases not only smell, they are also explosive."
110,14,9,"It grows by feeding on gases released by garbage. Though very rare, triplets have been found."
111,14,9,"Its powerful tackles can destroy anything. However, it is too slow witted to help people work."
112,14,9,"Standing on its hind legs freed its forelegs and made it smarter. It is very forgetful, however."
113,14,9,A kindly Pokémon that lays highly nutritious eggs and shares them with injured Pokémon or people.
114,14,9,The blue vines shrouding its body are covered in a growth of fine hair. It is known to be ticklish.
115,14,9,It raises its offspring in its belly pouch. It lets the baby out to play only when it feels safe.
116,14,9,"It makes its nest in the shade of corals. If it senses danger, it spits murky ink and flees."
117,14,9,Its spines provide protection. Its fins and bones are prized as traditional medicine ingredients.
118,14,9,"Though it appears very elegant when swimming with fins unfurled, it can jab powerfully with its horn."
119,14,9,"In autumn, its body becomes more fatty in preparing to propose to a mate. It takes on beautiful colors."
120,14,9,"If its body is torn, it can grow back if the red core remains. The core flashes at midnight."
121,14,9,"At the center of its body is a red core, which sends mysterious radio signals into the night sky."
122,14,9,It shapes an invisible wall in midair by minutely vibrating its fingertips to stop molecules in the air.
123,14,9,The sharp scythes on its forearms become increasingly sharp by cutting through hard objects.
124,14,9,"Its cries sound like human speech. However, it is impossible to tell what it is trying to say."
125,14,9,It windmills its arms to slightly boost its punches. Foes have been known to escape in the meantime.
126,14,9,"When it breathes deeply, heat waves form around its body, making it hard to see clearly."
127,14,9,"It grips prey with its pincers until the prey is torn in half. What it can’t tear, it tosses far."
128,14,9,"Once it takes aim at its foe, it makes a headlong charge. It is famous for its violent nature."
129,14,9,"A MAGIKARP living for many years can leap a mountain using Splash. The move remains useless, though."
130,14,9,"Once it begins to rampage, a GYARADOS will burn everything down, even in a harsh storm."
131,14,9,It loves crossing the sea with people and Pokémon on its back. It understands human speech.
132,14,9,It has the ability to reconstitute its entire cellular structure to transform into whatever it sees.
133,14,9,"Because its genetic makeup is irregular, it quickly changes its form due to a variety of causes."
134,14,9,"Its cell composition is similar to water molecules. As a result, it can melt away into water."
135,14,9,"If agitated, it uses electricity to straighten out its fur and launch it in small bunches."
136,14,9,"Inhaled air is heated in the flame sac in its body to an intense fire over 3,000 degrees Fahrenheit."
137,14,9,A man-made Pokémon created using advanced scientific means. It can move freely in cyberspace.
138,14,9,A Pokémon that was resurrected from a fossil using modern science. It swam in ancient seas.
139,14,9,It is thought that this Pokémon became extinct because its spiral shell grew too large.
140,14,9,It is thought to have inhabited beaches 300 million years ago. It is protected by a stiff shell.
141,14,9,It is thought that this Pokémon came onto land because its prey adapted to life on land.
142,14,9,A Pokémon that roamed the skies in the dinosaur era. Its teeth are like saw blades.
143,14,9,"When its belly is full, it becomes too lethargic to even lift a finger, so it is safe to bounce on its belly."
144,14,9,A legendary bird Pokémon. It can create blizzards by freezing moisture in the air.
145,14,9,A legendary Pokémon that is said to live in thunderclouds. It freely controls lightning bolts.
146,14,9,One of the legendary bird Pokémon. It is said that its appearance indicates the coming of spring.
147,14,9,It is called the “Mirage Pokémon” because so few have seen it. Its shed skin has been found.
148,14,9,"If its body takes on an aura, the weather changes instantly. It is said to live in seas and lakes."
149,14,9,It is said to make its home somewhere in the sea. It guides crews of shipwrecks to shore.
150,14,9,A Pokémon created by recombining MEW’s genes. It’s said to have the most savage heart among Pokémon.
151,14,9,"Because it can use all kinds of moves, many scientists believe MEW to be the ancestor of Pokémon."
152,14,9,It uses the leaf on its head to determine the temperature and humidity. It loves to sunbathe.
153,14,9,The buds that ring its neck give off a spicy aroma that perks people up.
154,14,9,Its breath has the fantastic ability to revive dead plants and flowers.
155,14,9,"It has a timid nature. If it is startled, the flames on its back burn more vigorously."
156,14,9,It intimidates foes with the heat of its flames. The fire burns more strongly when it readies to fight.
157,14,9,It attacks using blasts of fire. It creates heat shimmers with intense fire to hide itself.
158,14,9,It has the habit of biting anything with its developed jaws. Even its Trainer needs to be careful.
159,14,9,"Once it bites down, it won’t let go until it loses its fangs. New fangs quickly grow into place."
160,14,9,"It usually moves slowly, but it goes at blinding speed when it attacks and bites prey."
161,14,9,It has a very nervous nature. It stands up high on its tail so it can scan wide areas.
162,14,9,The mother puts its offspring to sleep by curling up around them. It corners foes with speed.
163,14,9,"It marks time precisely. Some countries consider it to be a wise friend, versed in the world’s ways."
164,14,9,Its eyes are specially developed to enable it to see clearly even in murky darkness and minimal light.
165,14,9,"It is so timid, it can’t move if it isn’t with a swarm of others. It conveys its feelings with scent."
166,14,9,"It uses starlight as energy. When more stars appear at night, the patterns on its back grow larger."
167,14,9,It sets a trap by spinning a web with thin but strong silk. It waits motionlessly for prey to arrive.
168,14,9,"It attaches silk to its prey and sets it free. Later, it tracks the silk to the prey and its friends."
169,14,9,"The transformation of its legs into wings made it better at flying, but more clumsy at walking."
170,14,9,It discharges positive and negative electricity from its antenna tips to shock its foes.
171,14,9,LANTURN’s light can shine up from great depths. It is nicknamed “The Deep-Sea Star.”
172,14,9,"The electric sacs in its cheeks are small. If even a little electricity leaks, it becomes shocked."
173,14,9,It is often seen when shooting stars fill the night skies. It’s said to arrive riding on a shooting star.
174,14,9,"It has a soft and bouncy body. Once it starts bouncing, it becomes impossible to stop."
175,14,9,"It transforms the kindness and joy of others into happiness, which it stores in its shell."
176,14,9,"To share its happiness, it flies around the world seeking kind­ hearted people."
177,14,9,"It picks food from cactus plants, deftly avoiding buds and spines. It seems to skip about to move."
178,14,9,This odd Pokémon can see both the past and the future. It eyes the sun’s movement all day.
179,14,9,Its fluffy coat swells to double when static electricity builds up. Touching it can be shocking.
180,14,9,"If its coat becomes fully charged with electricity, its tail lights up. It fires hair that zaps on impact."
181,14,9,"The tip of its tail shines brightly. In the olden days, people sent signals using the tail’s light."
182,14,9,"When the heavy rainfall season ends, it is drawn out by warm sunlight to dance in the open."
183,14,9,The oil-filled end of its tail floats on water. It keeps MARILL from drowning even in a strong current.
184,14,9,"It can spend all day in water, since it can inhale and store a large volume of air."
185,14,9,"To avoid being attacked, it does nothing but mimic a tree. It hates water and flees from rain."
186,14,9,It gathers groups of others as their leader. Its cries make POLIWAG obey.
187,14,9,"It drifts on winds. It is said that when HOPPIP gather in fields and mountains, spring is on the way."
188,14,9,It blooms when the weather warms. It floats in the sky to soak up as much sunlight as possible.
189,14,9,"Blown by seasonal winds, it circles the globe, scattering cotton spores as it goes."
190,14,9,It lives high among the treetops. It can use its tail as freely and cleverly as its hands.
191,14,9,"It suddenly falls out of the sky in the morning. A year after a cold summer, their population explodes."
192,14,9,It gets energy from warm sunlight and is known for its habit of moving in pursuit of it.
193,14,9,It can hover in one spot by flapping its wings at high speed. It flits about to guard its territory.
194,14,9,"When walking on land, it covers its body with a poisonous film that keeps its skin from dehydrating."
195,14,9,It has an easygoing nature. It doesn’t care if it bumps its head on boats and boulders while swimming.
196,14,9,"Its fur is so sensitive, it can sense minute shifts in the air and predict the weather."
197,14,9,"When exposed to the moon’s aura, the rings on its body glow faintly and it gains a mysterious power."
198,14,9,"If spotted, it will lure an unwary person into chasing it, then lose the pursuer on mountain trails."
199,14,9,Being bitten by SHELLDER gave it intelligence comparable to that of award-winning scientists.
200,14,9,A Pokémon that startles people in the middle of the night. It gathers fear as its energy.
201,14,9,"When alone, nothing happens. However, if there are two or more, an odd power is said to emerge."
202,14,9,It desperately tries to keep its black tail hidden. It is said to be proof the tail hides a secret.
203,14,9,The head on its tail contains a small brain. It can instinctively fight even while facing backward.
204,14,9,It looks just like a pinecone. Its shell protects it from bird Pokémon that peck it by mistake.
205,14,9,It is encased in a steel shell. Its peering eyes are all that can be seen of its mysterious innards.
206,14,9,It digs into the ground with its tail and makes a mazelike nest. It can fly just a little.
207,14,9,"It glides as if sliding. It startles foes by clamping on to their faces, then jabs with its poison stinger."
208,14,9,It is thought its body transformed as a result of iron accumulating internally from swallowing soil.
209,14,9,"Small Pokémon flee from its scary face. It is, however, considered by women to be cute."
210,14,9,"It is timid in spite of its looks. If it becomes enraged, however, it will strike with its huge fangs."
211,14,9,It shoots the poison spines on its body in all directions. Its round form makes it a poor swimmer.
212,14,9,It raises its pincers with eyelike markings for intimidation. It also swings them down dangerously.
213,14,9,It stores berries in its shell. The berries eventually ferment to become delicious juices.
214,14,9,"It loves sweet honey. To keep all the honey to itself, it hurls rivals away with its prized horn."
215,14,9,A smart and sneaky Pokémon. A pair may work together to steal eggs by having one lure the parents away.
216,14,9,It lets honey soak into its paws so it can lick them all the time. Every set of paws tastes unique.
217,14,9,"In its territory, it leaves scratches on trees that bear delicious berries or fruits."
218,14,9,"Its body is made of magma. If it doesn’t keep moving, its body will cool and harden."
219,14,9,"Its body temperature is roughly 18,000 degrees F. Flames spout from gaps in its hardened shell."
220,14,9,"It has a very sensitive nose. It can locate mushrooms, berries, and even hot springs buried under ice."
221,14,9,"Covered by a shaggy coat, it is strong against the cold. Its tusks of ice thicken when it snows."
222,14,9,Many live in the clean seas of the south. They apparently can’t live in polluted waters.
223,14,9,It forcefully squirts water. The water jet never misses prey even if the REMORAID is deep in the sea.
224,14,9,It loves to lurk inside holes in rocks. It sometimes sprays ink on prey by sticking out only its mouth.
225,14,9,It carries food rolled up in its tail. It has the habit of sharing food with people lost in mountains.
226,14,9,"While elegantly swimming in the sea, it ignores REMORAID that cling to its fins seeking food scraps."
227,14,9,"Despite being clad entirely in iron-hard armor, it flies at speeds over 180 mph."
228,14,9,It is smart enough to hunt in packs. It uses a variety of cries for communicating with others.
229,14,9,"The flames it breathes when angry contain toxins. If they cause a burn, it will hurt forever."
230,14,9,It lives in caves on the seafloor and creates giant whirlpools every time it moves.
231,14,9,It is strong despite its compact size. It can easily pick up and carry an adult human on its back.
232,14,9,"It attacks by curling up, then rolling into its foe. It can blow apart a house in one hit."
233,14,9,"It was upgraded to enable the exploration of other planets. However, it failed to measure up."
234,14,9,Staring at its antlers creates an odd sensation as if one were being drawn into their centers.
235,14,9,"It marks its territory by using its tail like a paintbrush. There are more than 5,000 different marks."
236,14,9,It is famous for its eagerness to fight and always nurses injuries from challenging larger foes.
237,14,9,It fights while spinning like a top. The centrifugal force boosts its destructive power by ten.
238,14,9,"It tests everything by touching with its lips, which remember what it likes and dislikes."
239,14,9,A weak electric current flows between its horns. Sticking a hand there shocks the unwary.
240,14,9,"Its magma-like blood circulates throughout its body. Its body’s heat can top 1,100 degrees F."
241,14,9,"It is said that kids who drink MILTANK’s milk grow up to become hearty, healthy adults."
242,14,9,The eggs it lays are filled with happiness. Eating even one bite will bring a smile to anyone.
243,14,9,It is said to have fallen with lightning. It can fire thunderbolts from the rain clouds on its back.
244,14,9,"It is said that when it roars, a volcano erupts somewhere around the globe."
245,14,9,It races around the world to purify fouled water. It dashes away with the north wind.
246,14,9,"A Pokémon that eats soil. Once it has eaten a large mountain, it goes to sleep so it can grow."
247,14,9,"Its body is as hard as bedrock. By venting pressurized gas, it can launch itself like a rocket."
248,14,9,"If it rampages, it knocks down mountains and buries rivers. Maps must be redrawn afterward."
249,14,9,"It sleeps in a deep-sea trench. If it flaps its wings, it is said to cause a 40-day storm."
250,14,9,Its feathers are in seven colors. It is said that anyone seeing it is promised eternal happiness.
251,14,9,"It has the power to travel across time, but it is said to appear only in peaceful times."
252,14,9,"The soles of its feet are covered by countless tiny spikes, enabling it to walk on walls and ceilings."
253,14,9,"It lives in dense jungles. While  closing in on its prey, it leaps from branch to branch."
254,14,9,The leaves that grow on its arms can slice down thick trees. It is without peer in jungle combat.
255,14,9,"A fire burns inside, so it feels very warm to hug. It launches fireballs of 1,800 degrees F."
256,14,9,Its kicking mastery lets it loose 10 kicks per second. It emits sharp cries to intimidate foes.
257,14,9,"Flames spout from its wrists, enveloping its knuckles. Its punches scorch its foes."
258,14,9,"To alert it, the fin on its head senses the flow of water. It has the strength to heft boulders."
259,14,9,"Its sturdy legs give it sure footing, even in mud. It burrows into dirt to sleep."
260,14,9,It can swim while towing a large ship. It bashes down foes with a swing of its thick arms.
261,14,9,"A Pokémon with a persistent nature, it chases its chosen prey until the prey becomes exhausted."
262,14,9,It chases down prey in a pack. It will never disobey the commands of a skilled Trainer.
263,14,9,It walks in zigzag fashion. It is good at finding items in the grass and even in the ground.
264,14,9,"It charges prey at speeds over 60 mph. However, because it can only run straight, it often fails."
265,14,9,"Often targeted by bird Pokémon, it desperately resists by releasing poison from its tail spikes."
266,14,9,It wraps silk around the branches of a tree. It drinks rainwater on its silk while awaiting evolution.
267,14,9,"Despite its looks, it is aggressive. It jabs with its long, thin mouth if disturbed while collecting pollen."
268,14,9,"It never forgets any attack it endured while in the cocoon. After evolution, it seeks payback."
269,14,9,"Toxic powder is scattered with each flap. At night, it is known to strip leaves off trees lining boulevards."
270,14,9,It looks like an aquatic plant and serves as a ferry to Pokémon that can’t swim.
271,14,9,"It has a mischievous spirit. If it spots an angler, it will tug on the fishing line to interfere."
272,14,9,"If it hears festive music, all its muscles fill with energy. It can’t help breaking out into a dance."
273,14,9,"When it dangles from a tree branch, it looks just like an acorn. It enjoys scaring other Pokémon."
274,14,9,The sound of its grass flute makes its listeners uneasy. It lives deep in forests.
275,14,9,"By flapping its leafy fan, it can whip up gusts of 100 ft/second that can level houses."
276,14,9,It has a gutsy spirit that makes it bravely take on tough foes. It flies in search of warm climates.
277,14,9,"It circles the sky in search of prey. When it spots one, it dives steeply to catch the prey."
278,14,9,"It soars high in the sky, riding on updrafts like a glider. It carries food tucked in its bill."
279,14,9,"It is a messenger of the skies, carrying small Pokémon and eggs to safety in its bill."
280,14,9,"If its horns capture the warm feelings of people or Pokémon, its body warms up slightly."
281,14,9,"If its Trainer becomes happy, it overflows with energy, dancing joyously while spinning about."
282,14,9,"To protect its Trainer, it will expend all its psychic power to create a small black hole."
283,14,9,It appears as if it is skating on water. It draws prey with a sweet scent from the tip of its head.
284,14,9,Its antennae have eye patterns on them. Its four wings enable it to hover and fly in any direction.
285,14,9,It spouts poison spores from the top of its head. These spores cause pain all over if inhaled.
286,14,9,Its short arms stretch when it throws punches. Its technique is equal to that of pro boxers.
287,14,9,It spends nearly all its time in a day sprawled out. Just seeing it makes one drowsy.
288,14,9,"Its heart beats at a tenfold tempo, so it cannot sit still for even a moment."
289,14,9,"The world’s laziest Pokémon. When it is lounging, it is actually saving energy for striking back."
290,14,9,"It grows underground, sensing its surroundings using antennae instead of its virtually blind eyes."
291,14,9,"Because it moves so quickly, it sometimes becomes unseeable. It congregates around tree sap."
292,14,9,A discarded bug shell that came to life. Peering into the crack on its back is said to steal one’s spirit.
293,14,9,"Usually, its cries are like quiet murmurs. If frightened, it shrieks at the same volume as a jet plane."
294,14,9,The shock waves from its cries can tip over trucks. It stamps its feet to power up.
295,14,9,Its howls can be heard over six miles away. It emits all sorts of noises from the ports on its body.
296,14,9,It toughens its body by slamming into thick trees. Many snapped trees can be found near its nest.
297,14,9,It loves to match power with big-bodied Pokémon. It can knock a truck flying with its arm thrusts.
298,14,9,Its tail bounces like a rubber ball. It flings that tail around to fight opponents bigger than itself.
299,14,9,"When endangered, it may protect itself by raising its magnetism and drawing iron objects to its body."
300,14,9,"It can’t stop itself from chasing moving things, and it runs in a circle, chasing its own tail."
301,14,9,It is highly popular among female Trainers for its sublime fur. It does not keep a nest.
302,14,9,It hides in the darkness of caves. Its diet of gems has transformed its eyes into gemstones.
303,14,9,Attached to its head is a huge set of jaws formed by horns. It can chew through iron beams.
304,14,9,"It usually lives deep in mountains. However, hunger may drive it to eat railroad tracks and cars."
305,14,9,"For food, it digs up iron ore. It smashes its steely body against others to fight over territory."
306,14,9,"While seeking iron for food, it digs tunnels by breaking through bedrock with its steel horns."
307,14,9,It always trains deep in mountains. It levitates when it heightens its spiritual power through meditation.
308,14,9,It gains the ability to see the aura of its opponents by honing its mind through starvation.
309,14,9,"Using electricity stored in its fur, it stimulates its muscles to heighten its reaction speed."
310,14,9,It discharges electricity from its mane. It creates a thundercloud overhead to drop lightning bolts.
311,14,9,It cheers on friends with pom-poms made of sparks. It drains power from telephone poles.
312,14,9,"It cheers on friends. If its friends are losing, its body lets off more and more sparks."
313,14,9,It communicates with others by lighting up its rear at night. It loves ILLUMISE’s sweet aroma.
314,14,9,"With its sweet aroma, it guides VOLBEAT to draw signs with light in the night sky."
315,14,9,"The more healthy the ROSELIA, the more pleasant its flowers’ aroma. Its scent deeply relaxes people."
316,14,9,Almost all its body is its stomach. Its harsh digestive juices quickly dissolve anything it swallows.
317,14,9,It swallows anything whole. It sweats toxic fluids from its follicles to douse foes.
318,14,9,They swarm any foe that invades their territory. Their sharp fangs can tear out boat hulls.
319,14,9,Its fangs rip through sheet iron. It swims at 75 mph and is known as “The Bully of the Sea.”
320,14,9,"On sunny days, it lands on beaches to bounce like a ball and play. It spouts water from its nose."
321,14,9,"The biggest of all Pokémon. It can dive to a depth of almost 10,000 feet on only one breath."
322,14,9,"Its humped back stores intensely hot magma. In rain, the magma cools, slowing its movement."
323,14,9,"It has volcanoes on its back. If magma builds up in its body, it shudders, then erupts violently."
324,14,9,It burns coal inside its shell for energy. It blows out black soot if it is endangered.
325,14,9,"It bounces constantly, using its tail like a spring. The shock of bouncing keeps its heart beating."
326,14,9,It uses black pearls to amplify its psycho-power. It does an odd dance to gain control over foes.
327,14,9,No two SPINDA have the same pattern of spots. Its tottering step fouls the aim of foes.
328,14,9,It makes a conical pit in desert sand and lies in wait at the bottom for prey to come tumbling down.
329,14,9,"It violently shudders its wings, generating ultrasonic waves to induce headaches in people."
330,14,9,It whips up sandstorms with powerful flaps of its wings. It is known as “The Desert Spirit.”
331,14,9,"By storing water in its body, this desert dweller can survive for 30 days without water."
332,14,9,"It becomes active at night, seeking prey that is exhausted from the day’s desert heat."
333,14,9,It can’t relax if it or its surroundings are not clean. It wipes off dirt with its wings.
334,14,9,"If it bonds with a person, it will gently envelop the friend with its soft wings, then hum."
335,14,9,It has feuded with SEVIPER for many generations. Its sharp claws are its biggest weapons.
336,14,9,"For many generations, it has feuded with ZANGOOSE. It whets its bladed tail on rocks for battle."
337,14,9,"Because it turns active on nights of the full moon, it is said to have some link to the lunar phases."
338,14,9,"A new Pokémon species, rumored to be from the sun. It gives off light while spinning."
339,14,9,"Its slimy body is hard to grasp. In one region, it is said to have been born from hardened mud."
340,14,9,"It is extremely protective of its territory. If any foe approaches, it attacks using vicious tremors."
341,14,9,Its hardy vitality enables it to adapt to any environment. Its pincers will never release prey.
342,14,9,It is a ruffian that uses its pincers to pick up and toss out other Pokémon from its pond.
343,14,9,It moves by spinning on its foot. It is a rare Pokémon that was discovered in ancient ruins.
344,14,9,An ancient clay figurine that came to life as a Pokémon from exposure to a mysterious ray of light.
345,14,9,It lived on the seafloor 100 million years ago and was reanimated scientifically.
346,14,9,"It lives in the shallows of warm seas. When the tide goes out, it digs up prey from beaches."
347,14,9,A Pokémon ancestor that was reanimated from a fossil. It lived in the sea and hunted with claws.
348,14,9,It went ashore after evolving. Its entire body is clad in a sturdy armor.
349,14,9,"It is a shabby and ugly Pokémon. However, it is very hardy and can survive on little water."
350,14,9,Its lovely scales are described as rainbow colored. They change color depending on the viewing angle.
351,14,9,"Its appearance changes with the weather. Recently, its molecules were found to be just like water."
352,14,9,"It can freely change its body’s color. The zigzag pattern on its belly doesn’t change, however."
353,14,9,It loves vengeful emotions and hangs in rows under the eaves of houses where vengeful people live.
354,14,9,A doll that became a Pokémon over its grudge from being junked. It seeks the child that disowned it.
355,14,9,It loves the crying of children. It startles bad kids by passing through walls and making them cry.
356,14,9,It seeks drifting will-o’-the-wisps and sucks them into its empty body. What happens inside is a mystery.
357,14,9,Delicious fruits grew out from around its neck because it always ate the same kind of fruit.
358,14,9,Its cries echo inside its hollow body to emerge as beautiful notes for startling and repelling foes.
359,14,9,"Rumored to sense disasters with its horn, it became a target. It fled deep into the mountains."
360,14,9,It grows strong by pushing up against others en masse. It loves eating sweet fruit.
361,14,9,It is said that several SNORUNT gather under giant leaves and live together in harmony.
362,14,9,It prevents prey from escaping by instantaneously freezing moisture in the air.
363,14,9,It rolls across ice floes to reach shore because its body is poorly shaped for swimming.
